filename;source
cars1.xml;https://pythonspot.com/en/car-tracking-with-cascades
cars2.xml;https://github.com/abhi-kumar/CAR-DETECTION
cars3.xml;https://github.com/abhi-kumar/CAR-DETECTION
cars4.xml;https://github.com/abhi-kumar/CAR-DETECTION
cars5.xml;https://github.com/abhi-kumar/CAR-DETECTION
cars6.xml;https://github.com/abhi-kumar/CAR-DETECTION
cars7.xml;https://github.com/tomazas/opencv-lane-vehicle-track|https://github.com/andrewssobral/vehicle_detection_haarcascades
